pmid,pub_year,stance,failure_mode,model_type,confidence,rationale,prompt_version,model
40658983,2025,Alarm,misclassification,generative,0.870,"LLMs scored/benchmarked on accuracy of medical Q&A answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41695324,2026,Alarm,misclassification,both,0.900,"Compares predictive accuracy of LLMs vs Cox regression; wrong risk predictions, not fabrication.",q7_failuremode_v1,claude-sonnet-4-6
39814217,2025,Alarm,misclassification,discriminative,0.820,ML prediction models with insufficient sample sizes lead to overfitting and poor generalization,q7_failuremode_v1,claude-sonnet-4-6
39034382,2024,Alarm,misclassification,discriminative,0.970,Commercial AI detection tool shows biased false positives/negatives across sociodemographic groups,q7_failuremode_v1,claude-sonnet-4-6
39985409,2025,Alarm,misclassification,generative,0.900,LLM ratings compared to expert consensus; wrong label/score alignment measured,q7_failuremode_v1,claude-sonnet-4-6
39006799,2024,Alarm,misclassification,generative,0.820,"LLM answers rated for accuracy/similarity to expert consensus, not fabrication per se",q7_failuremode_v1,claude-sonnet-4-6
37532773,2023,Alarm,misclassification,discriminative,0.950,AI detection system shows false negatives/lower sensitivity for LVO classification,q7_failuremode_v1,claude-sonnet-4-6
39157995,2025,Alarm,misclassification,generative,0.850,"LLM selection decisions show biased/incorrect ranking patterns, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41914067,2026,Alarm,misclassification,generative,0.900,"LLMs evaluated on diagnostic accuracy and clinical scoring, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37702018,2023,Alarm,misclassification,generative,0.920,"LLM evaluated for classification accuracy in detecting contamination, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
42031418,2026,Alarm,both,generative,0.950,Explicitly measures both hallucinated guidelines (confabulation) and omissions/inconsistencies (misclassification) in LLM outputs,q7_failuremode_v1,claude-sonnet-4-6
34761828,2022,Alarm,misclassification,discriminative,0.850,AI ultrasound algorithms show poor generalization/performance differences in pediatric vs adult patients,q7_failuremode_v1,claude-sonnet-4-6
39299957,2025,Alarm,misclassification,discriminative,0.970,"Segmentation model produces poor Dice scores on pediatric CT — classification/detection errors, no fabrication.",q7_failuremode_v1,claude-sonnet-4-6
41447465,2025,Alarm,misclassification,generative,0.920,"LLMs evaluated on classification accuracy, sensitivity, specificity for BI-RADS subcategories; no fabrication assessed",q7_failuremode_v1,claude-sonnet-4-6
40390563,2026,Alarm,none_or_unclear,unclear,0.850,Parody/critique piece; no specific AI failure mechanism described or evaluated,q7_failuremode_v1,claude-sonnet-4-6
40668069,2025,Alarm,both,generative,0.900,Generative models show both misclassification (diagnostic accuracy) and biased/unfaithful image generation (skin tone),q7_failuremode_v1,claude-sonnet-4-6
41330046,2025,Alarm,misclassification,discriminative,0.970,"Classification models fail to generalize; false predictions, overfitting, poor sensitivity/specificity on clinical data",q7_failuremode_v1,claude-sonnet-4-6
39348189,2024,Alarm,misclassification,generative,0.850,"LLM triage accuracy measured; wrong START codes assigned, not fabricated content",q7_failuremode_v1,claude-sonnet-4-6
39502485,2024,Alarm,misclassification,generative,0.950,GPT-4O evaluated for wrong cell type identification/classification accuracy vs experts,q7_failuremode_v1,claude-sonnet-4-6
38721744,2024,Alarm,misclassification,generative,0.900,LLM accuracy on diagnostic/knowledge questions compared to clinicians,q7_failuremode_v1,claude-sonnet-4-6
38550977,2024,Alarm,none_or_unclear,generative,0.500,Commentary/opinion piece; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
39448515,2025,Alarm,misclassification,discriminative,0.820,CAD detection system producing false positives/negatives; human decision accuracy studied,q7_failuremode_v1,claude-sonnet-4-6
41137795,2026,Alarm,confabulation,generative,0.820,"ChatGPT produced factually wrong/incorrect information in pharmacotherapy responses, indicating fabrication",q7_failuremode_v1,claude-sonnet-4-6
33958703,2021,Alarm,misclassification,discriminative,0.950,Classification model miscalibration/overestimation due to small sample sizes in neuroimaging studies,q7_failuremode_v1,claude-sonnet-4-6
40218041,2025,Alarm,confabulation,generative,0.820,Evaluates factual consistency and fabricated/inaccurate content in LLM clinical responses,q7_failuremode_v1,claude-sonnet-4-6
41897193,2026,Alarm,misclassification,generative,0.850,"LLMs produce incorrect/biased nutritional values and guideline deviations, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
41331203,2026,Alarm,none_or_unclear,unclear,0.550,General framing about AI inconsistency; no specific failure mechanism described,q7_failuremode_v1,claude-sonnet-4-6
38780839,2024,Alarm,confabulation,generative,0.920,AI generates anatomically fabricated/incorrect medical images and wrong text labels,q7_failuremode_v1,claude-sonnet-4-6
41761913,2026,Alarm,misclassification,generative,0.820,"LLM accuracy on multiple-choice questions evaluated; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38798194,2024,Alarm,misclassification,generative,0.850,"Evaluates LLM answer accuracy/correctness on clinical questions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39425100,2024,Alarm,misclassification,discriminative,0.920,AI landmark detection/measurement errors compared to human expert ground truth,q7_failuremode_v1,claude-sonnet-4-6
39813897,2025,Alarm,both,generative,0.820,ChatGPT failed accuracy on anatomy questions and generated unfaithful/fabricated content,q7_failuremode_v1,claude-sonnet-4-6
37339863,2023,Alarm,confabulation,generative,0.820,ChatGPT drug information context implies fabricated/unfaithful content risks,q7_failuremode_v1,claude-sonnet-4-6
33038139,2021,Alarm,misclassification,discriminative,0.950,ML classifiers predicting readmission/death with poor AUC; classification accuracy focus,q7_failuremode_v1,claude-sonnet-4-6
38271993,2024,Alarm,misclassification,discriminative,0.950,Deep-learning BA software underestimates/miscalibrates bone age predictions in Korean children,q7_failuremode_v1,claude-sonnet-4-6
39706600,2024,Alarm,misclassification,generative,0.820,"LLMs scored/evaluated on cognitive tests; wrong answers are classification/prediction errors, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
38911166,2024,Alarm,misclassification,both,0.900,LLMs and RNN/SVM compared on prediction accuracy for AMP activity/toxicity classification,q7_failuremode_v1,claude-sonnet-4-6
39423850,2025,Alarm,misclassification,both,0.850,"NLP extraction accuracy compared; wrong labels/scores, rule-based and LLM models evaluated",q7_failuremode_v1,claude-sonnet-4-6
36811011,2021,Alarm,misclassification,discriminative,0.920,Adversarial attacks cause DL classifiers to misclassify COVID-19 diagnostic outputs,q7_failuremode_v1,claude-sonnet-4-6
39971004,2025,Alarm,misclassification,generative,0.920,"GPT-4 accuracy evaluated on ECG classification tasks; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37881016,2024,Alarm,confabulation,generative,0.900,"Describes LLMs fabricating facts, nonsense, and fabricated sources as misinformation",q7_failuremode_v1,claude-sonnet-4-6
41499578,2026,Alarm,misclassification,generative,0.920,"LLM evaluated on classification accuracy of lung sounds; wrong labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41145883,2025,Alarm,misclassification,generative,0.820,"LLMs evaluated on accuracy/quality of recommendations, including biases and prompt instability, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41939177,2026,Alarm,none_or_unclear,generative,0.750,General risk framing about chatbot harms; no specific confabulation or misclassification mechanism described,q7_failuremode_v1,claude-sonnet-4-6
40021654,2025,Alarm,misclassification,discriminative,0.950,Deep learning model misclassifies pathogenic vs benign missense variants; low precision/recall,q7_failuremode_v1,claude-sonnet-4-6
41228088,2025,Alarm,misclassification,generative,0.720,"LLMs giving inappropriate clinical responses; wrong outputs in therapeutic contexts, not fabricated citations",q7_failuremode_v1,claude-sonnet-4-6
34117018,2021,Alarm,misclassification,discriminative,0.980,Deep learning classifier evaluated for false positives/negatives in fracture detection,q7_failuremode_v1,claude-sonnet-4-6
41947588,2026,Alarm,misclassification,both,0.900,LLMs and humans scored adhesion grades; wrong scores=misclassification; both generative LLMs and discriminative scoring evaluated,q7_failuremode_v1,claude-sonnet-4-6
39409537,2024,Alarm,misclassification,discriminative,0.750,Review of predictive/classification algorithms for vital sign monitoring; discrepancy in capability claims vs. actual performance,q7_failuremode_v1,claude-sonnet-4-6
40472563,2025,Alarm,misclassification,generative,0.850,"LLM produces inaccurate measurements/predictions on MRI images, not fabricated text",q7_failuremode_v1,claude-sonnet-4-6
41521823,2026,Alarm,none_or_unclear,generative,0.600,"Discusses bias influence on decision-making, no specific fabrication or misclassification mechanism described",q7_failuremode_v1,claude-sonnet-4-6
41598221,2026,Alarm,both,generative,0.970,Explicitly measures both diagnostic accuracy (misclassification) and hallucinations (confabulation) in VLLMs,q7_failuremode_v1,claude-sonnet-4-6
40490558,2025,Alarm,misclassification,generative,0.720,"LLMs scored/rated poorly on evidence-based standards; quality/compliance assessment, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41675260,2025,Alarm,misclassification,both,0.920,Accuracy of nodule detection evaluated; both generative LLMs and discriminative VLMs tested,q7_failuremode_v1,claude-sonnet-4-6
40074209,2025,Alarm,misclassification,generative,0.850,"LLM produces inaccurate nutrient calculations/prescriptions, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
40063849,2025,Alarm,misclassification,generative,0.820,"LLM accuracy/correctness on medical questions evaluated, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
41513919,2026,Alarm,misclassification,generative,0.920,"LLMs evaluated on prediction accuracy for IVF outcomes; wrong predictions, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
37130197,2023,Alarm,confabulation,generative,0.980,"ChatGPT fabricated references, false study details, and invented data in clinical response",q7_failuremode_v1,claude-sonnet-4-6
37272686,2023,Alarm,misclassification,discriminative,0.950,"AI ECG interpretation producing wrong diagnoses/labels, classic classification errors",q7_failuremode_v1,claude-sonnet-4-6
32931808,2021,Alarm,misclassification,discriminative,0.950,Deep learning skin cancer diagnosis systems with clinical vulnerabilities implying classification errors,q7_failuremode_v1,claude-sonnet-4-6
37898461,2024,Alarm,none_or_unclear,discriminative,0.600,Describes open science practices in ML prognostic models; no specific failure mechanism discussed,q7_failuremode_v1,claude-sonnet-4-6
39637580,2025,Alarm,misclassification,discriminative,0.850,Biased predictions and differential diagnostic/prognostic accuracy across racial groups,q7_failuremode_v1,claude-sonnet-4-6
41717521,2025,Alarm,misclassification,generative,0.820,"LLM accuracy scored on correctness of answers, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
38661379,2024,Alarm,misclassification,generative,0.850,LLM evaluated on correct identification and interpretation accuracy of medical images,q7_failuremode_v1,claude-sonnet-4-6
41250649,2025,Alarm,none_or_unclear,unclear,0.700,Study analyzes retracted AI papers broadly; no specific AI failure mechanism evaluated,q7_failuremode_v1,claude-sonnet-4-6
39536965,2025,Alarm,misclassification,generative,0.850,"LLMs scored lower than surgeons on clinical scenarios; wrong answers/critical failures, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39612523,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated for accuracy/concordance with clinical guidelines, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40195448,2025,Alarm,misclassification,generative,0.900,"LLMs produce biased/wrong clinical recommendations based on sociodemographic labels, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40319392,2025,Alarm,misclassification,generative,0.870,"LLMs fail to accurately predict MCQ difficulty/psychometric indices, a prediction/scoring error",q7_failuremode_v1,claude-sonnet-4-6
37477707,2024,Alarm,misclassification,generative,0.720,"Evaluates ChatGPT reliability/accuracy for mental health support, inconsistencies in responses",q7_failuremode_v1,claude-sonnet-4-6
38329525,2024,Alarm,misclassification,generative,0.900,"GPT-4V used for image classification; accuracy/diagnostic metrics evaluated, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40536141,2025,Alarm,misclassification,generative,0.850,"LLMs evaluated on accuracy/correctness of clinical guideline responses, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40271108,2025,Alarm,both,generative,0.880,LLM showed both fabricated information and low accuracy/misclassification in radiograph interpretation,q7_failuremode_v1,claude-sonnet-4-6
39106482,2024,Alarm,misclassification,generative,0.920,"LLMs evaluated on diagnostic accuracy/sensitivity/specificity for melanoma detection, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
39430700,2024,Alarm,misclassification,generative,0.820,"LLM responses graded for accuracy/correctness, not fabrication of citations or entities",q7_failuremode_v1,claude-sonnet-4-6
39420246,2024,Alarm,misclassification,generative,0.920,"LLM chatbots evaluated on triage accuracy; wrong category assignments, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41287196,2026,Alarm,misclassification,generative,0.850,"LLMs scored on accuracy/alignment with guidelines; wrong answers, not fabricated references",q7_failuremode_v1,claude-sonnet-4-6
41161297,2026,Alarm,confabulation,generative,0.970,"ChatGPT-4o fabricated unsupported/inaccurate clinical information, explicit hallucination described",q7_failuremode_v1,claude-sonnet-4-6
38897175,2024,Alarm,none_or_unclear,unclear,0.850,"General ethical/bias framing, no specific AI failure mechanism described",q7_failuremode_v1,claude-sonnet-4-6
33762434,2021,Alarm,none_or_unclear,unclear,0.850,"Focuses on reproducibility metrics, not specific failure mechanisms like confabulation or misclassification",q7_failuremode_v1,claude-sonnet-4-6
41681694,2026,Alarm,misclassification,generative,0.920,"LLMs evaluated on diagnostic accuracy/detection rates for CXR findings, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41945149,2026,Alarm,misclassification,generative,0.920,LLMs predicting ISUP grade groups from text reports; accuracy/classification errors measured,q7_failuremode_v1,claude-sonnet-4-6
38307617,2024,Alarm,both,generative,0.850,LLMs gave wrong treatment recommendations (misclassification) and generated misleading/fabricated statements (confabulation),q7_failuremode_v1,claude-sonnet-4-6
39587148,2024,Alarm,misclassification,discriminative,0.920,"CNN models make spurious predictions via shortcut learning, a miscalibration/generalization failure",q7_failuremode_v1,claude-sonnet-4-6
37222684,2023,Alarm,both,generative,0.720,Title implies fabrication and accuracy issues in clinical ChatGPT use,q7_failuremode_v1,claude-sonnet-4-6
40043742,2025,Alarm,misclassification,generative,0.870,LLMs evaluated on diagnostic accuracy/scoring vs surgeons; wrong predictions not fabrication,q7_failuremode_v1,claude-sonnet-4-6
39613295,2025,Alarm,misclassification,generative,0.920,"LLMs assigned wrong risk ratings/labels for drug interactions, accuracy below 50%",q7_failuremode_v1,claude-sonnet-4-6
36325476,2023,Alarm,misclassification,discriminative,0.920,CNN/RNN prediction models underpredict worsening visual fields; systematic miscalibration/bias in forecasting.,q7_failuremode_v1,claude-sonnet-4-6
41654787,2026,Alarm,misclassification,discriminative,0.920,"AI measurement models show systematic bias and poor precision, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41780263,2026,Alarm,misclassification,generative,0.900,"LLMs fail to detect hazardous scenarios—false negatives/missed classifications, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
40800006,2025,Alarm,misclassification,generative,0.920,LLMs produce wrong age estimates/predictions compared to chronological age; accuracy evaluation,q7_failuremode_v1,claude-sonnet-4-6
37505265,2023,Alarm,misclassification,generative,0.850,"Evaluates LLM diagnostic accuracy, not fabrication of content",q7_failuremode_v1,claude-sonnet-4-6
38592470,2024,Alarm,misclassification,generative,0.920,"ChatGPT evaluated on accuracy of dosing recommendations, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41060417,2026,Alarm,none_or_unclear,discriminative,0.700,"Focus is on labelling/transparency gaps, not a specific AI failure mechanism like confabulation or misclassification",q7_failuremode_v1,claude-sonnet-4-6
39863417,2025,Alarm,misclassification,generative,0.920,"LLM accuracy on USMLE ethics questions measured; wrong answers, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
41688581,2026,Alarm,misclassification,discriminative,0.820,"Re-identification via image matching is a classification/detection error mechanism, not fabrication",q7_failuremode_v1,claude-sonnet-4-6
