claim_id,pmid,claim_role,pub_year,tier,topic,horizon,signature_claim,retrieved_pmids_top20,top_score,corpus_silent,low_similarity,evidence_status_summary,key_evidence,verdict,verdict_evidence_pmid,external_evidence_used,ambiguous_flag,adjudicator_note
34370272,34370272,primary,2021,3,general clinical AI,open-ended,Artificial intelligence (AI) will enable improved diagnosis and treatment outcomes.,40838224|40769449|40967442|41467190|41628715|40995078|40299653|40457408|40430173|40683367|40754782|39629887|40345002|38553633|39330017|38179884|39502698|38345695|40992526|41316410,68.479,FALSE,FALSE,"The retrieved abstracts collectively indicate that AI has demonstrated promising improvements in diagnostic accuracy, treatment planning, and outcome prediction across numerous medical domains (oncology, spine care, diabetes, HIV, rheumatic diseases, pain medicine, etc.) as of 2024-2026. Several abstracts report empirical evidence of AI models outperforming conventional methods in specific tasks, such as FDA approval of an AI tool for prostate cancer diagnosis and AI/ML achieving 81-97% accuracy in diabetic foot ulcer image analysis. However, the majority of abstracts also consistently note that widespread clinical deployment remains limited by challenges including data quality, algorithmic bias, lack of prospective validation, and regulatory barriers. Most of the evidence is from reviews synthesizing existing studies rather than large-scale prospective outcome trials, meaning the literature largely restates the prediction's promise while also documenting incremental real-world progress.","38179884 - FDA approved Paige prostate AI for second review of prostate cancer biopsies, but routine clinical implementation of AI diagnostic tools is still lacking due to cost, regulatory, and validation barriers. [outcome] || 40754782 - AI/ML models for diabetic foot ulcer diagnosis achieved reported accuracies of 81-97%, but clinical translation is impeded by data standardization, explainability, and prospective validation challenges. [outcome] || 40967442 - Systematic review found AI-based models improved diagnostic precision and survival prediction in NSCLC, outperforming conventional models, but found no evaluable evidence on patient-reported outcomes or cost-effectiveness. [outcome] || 39629887 - Comprehensive review reports AI has demonstrated substantial diagnostic and treatment benefits across cardiology, oncology, radiology, and other specialties, including in low-resource settings. [restatement] || 40299653 - Review highlights AI's superior potential over traditional diagnostic methods in oncology but notes challenges of data quality, algorithmic bias, and clinical validation limiting widespread adoption. [restatement]",,,,,
35199553,35199553,primary,2021,2,drug discovery and development,open-ended,"AI approaches, coupled with big data, are expected to substantially improve the effectiveness of drug repurposing and finding new drugs for various complex human diseases.",38930784|38874046|40008227|41696324|39797502|38288793|41592930|41614721|38382465|39396920|41011141|38702711|41750530|40893437|39473198|40791911|41630488|41588523|41260788|41287252,67.454,FALSE,FALSE,"The retrieved abstracts collectively indicate that AI coupled with big data has made meaningful inroads into drug discovery and repurposing as of early 2026, with documented real-world outcomes including AI-assisted repurposing of baricitinib for COVID-19/rheumatoid arthritis, novel antibiotic candidates (halicin, abaucin), and compounds entering Phase I/II clinical trials (DSP-1181, ISM001-055/rentosertib, HLX-0201). However, multiple outcome-reporting reviews note that no fully AI-generated drug has yet received FDA approval, that AI has not yet fundamentally altered late-stage clinical trial success rates, and that significant challenges around data quality, model interpretability, and regulatory acceptance remain. The literature thus reflects partial but real progress toward the prediction, with continued advocacy and restatement also prominent across many of the abstracts.","41011141 - Documents real-world AI drug discovery outcomes including baricitinib repurposing for COVID-19, halicin discovery, and ISM001-055 positive Phase IIa results, but notes DSP-1181 discontinuation and that no AI-generated drug is yet approved; AI accelerates discovery but has not changed late-stage success rates. [outcome] || 40008227 - Reports that no AI-generated drug has received FDA approval as of 2025, though HLX-0201 and molecules for idiopathic pulmonary fibrosis have entered clinical trials, confirming partial but incomplete realization of the prediction. [outcome] || 41614721 - Reviews the first decade of AI adoption in Big BioPharma, finding genuine accelerations in hit identification and early-stage design but no fundamental alteration of late-stage clinical trial success rates yet. [outcome] || 41592930 - Advocates for AI/ML tools in drug repurposing using multiomics and real-world data, framing current capabilities as emerging and discussing what is achievable—primarily restatement of the prediction's premise rather than reporting achieved outcomes. [restatement] || 41696324 - Reviews Big Data combined with AI as a cornerstone for drug discovery and repurposing, noting demonstrated benefits in hit identification and lead generation but raising concerns about data quality and LLM-generated promiscuous data—largely restatement with some outcome context. [restatement]",,,,,
32940124,32940124,primary,2021,3,drug discovery and development,open-ended,"This paradigm shift will lead to even greater advancements in the integration of AI in automating processes within drug development and discovery, enabling the probability and reality of attaining future precision and personalized medicine.",41389441|42075869|41990130|40451590|38291217|38646652|39473198|40573185|38288793|40055986|41241791|42023084|40983121|40869045|41011141|39170042|40997280|41016012|38930784|39147901,65.145,FALSE,FALSE,"The retrieved abstracts collectively indicate that AI integration in drug discovery and development has advanced substantially, with multiple outcome-level milestones documented by 2024-2026: AI-designed compounds have entered and progressed through clinical trials (e.g., ISM001-055 showing positive Phase IIa results, zasocitinib reaching Phase III), major platform mergers have created end-to-end AI-driven pipelines, and self-driving laboratories are operational. Many abstracts also continue to advocate for AI's future role in precision and personalized medicine, representing restatements of the prediction rather than new outcome evidence. Challenges such as data quality, algorithmic bias, regulatory gaps, and model interpretability are consistently noted as persisting barriers to full realization of personalized medicine goals.","41389441 - Documents concrete 2024-2025 outcomes including positive Phase IIa clinical trial results for an AI-designed drug, a major platform merger (Recursion-Exscientia), and Phase III advancement of a physics-AI-designed compound, plus deployment of self-driving laboratories. [outcome] || 41011141 - Reviews real-world AI drug discovery outcomes including clinical successes (baricitinib repurposing, ISM001-055 Phase IIa) and failures (DSP-1181 discontinued after Phase I), providing balanced outcome evidence. [outcome] || 40451590 - Describes AI tools like AlphaFold and AtomNet as already deployed in drug discovery, with specific success stories in idiopathic pulmonary fibrosis and COVID-19, while noting remaining challenges. [outcome] || 42075869 - Advocates that generative AI is driving a paradigm shift toward predictive drug design and precision medicine, but primarily restates the prediction with forward-looking language rather than reporting completed outcomes. [restatement] || 42023084 - States AI-driven precision medicine is reshaping clinical practice and drug development but frames most advances as ongoing or future potential, functioning largely as a restatement of the prediction. [restatement]",,,,,
34471174,34471174,primary,2021,1,dermatology imaging / melanoma diagnosis,open-ended,"Our proposed deep-CNN approach outperforms all 157 dermatologists in dermoscopic melanoma diagnosis, achieving AUC of 94.4%, sensitivity of 85.0%, and specificity of 95.0%.",39199716|39796659|39088883|40912058|38742379|40476369|38611119|41043135|40372368|38749327|38158385|41315984|39217816|38798885|39806282|38296020|41127892|38881051|41228240|40339039,65.191,FALSE,FALSE,"The retrieved abstracts do not directly validate or test the specific deep-CNN model described in the prediction (AUC 94.4%, sensitivity 85.0%, specificity 95.0% outperforming 157 dermatologists). Instead, they provide broader meta-analytic and review evidence showing that CNN/DCNN models for dermoscopic melanoma detection generally achieve pooled AUCs in the range of 0.87–0.96, with sensitivity ~77–89% and specificity ~80–94%, performing comparably to or slightly better than dermatologists on average. Several reviews note that DL models tend to outperform dermatologists particularly in specificity, while sensitivity is more comparable, broadly consistent with the prediction's direction but not confirming its specific claimed metrics. No abstract reports an independent validation or head-to-head replication of the specific model described in the prediction.","39088883 - Meta-analysis of 27 studies found pooled DL AUC of 0.92, sensitivity 82%, specificity 87%; DL outperformed dermatologists (AUC 0.87 vs 0.83) — general landscape evidence, not specific model validation [outcome] || 39199716 - Review of 54 studies found CNN/DCNN average specificity of 84.87% vs 64.24% for humans, with comparable sensitivity (~79%); average CNN accuracy 83.99% — general landscape, not specific model [outcome] || 40476369 - Meta-analysis of 39 studies found pooled SROC AUC of 0.96, sensitivity 0.89, specificity 0.92 for AI melanoma diagnosis — general landscape restatement of AI superiority [restatement] || 41315984 - Meta-analysis showed AI pooled sensitivity 0.86, specificity 0.94, AUC 0.922 for melanoma; AI non-inferior or superior to dermatologists in 30/38 studies — outcome evidence for the field broadly [outcome] || 40372368 - Meta-analysis of 24 DCNN studies found pooled sensitivity 0.881, specificity 0.897, AUC 0.894 for melanoma screening — general field outcome, not specific model [outcome]",,,,,
34247564,34247564,primary,2021,2,Traditional Chinese Medicine diagnostics and treatment,open-ended,"AI is promoting TCM from experience to evidence-based medicine, and it can be expected that more unified guidelines for specific TCM syndromes will be issued with the development of AI-assisted TCM therapies in the future.",41648057|41588523|41260781|40486280|41970029|40099393|41765716|40374369|38330826|41260782|42006621|41260788|38715181|40030577|40176367|39989008|41057976|40582721|41181603|41814991,67.983,FALSE,FALSE,"The retrieved abstracts extensively discuss AI applications in TCM modernization, including syndrome differentiation, diagnostic standardization, and clinical decision support, but none report the actual issuance of unified guidelines for specific TCM syndromes as a result of AI development. The abstracts consistently advocate for AI's potential to move TCM toward evidence-based medicine and standardization, but these remain forward-looking statements rather than reports of achieved guideline unification. One outcome-relevant study (PMID 41814991) demonstrates that human-AI collaboration significantly improved TCM clinical decision-making quality and efficiency in a comparative evaluation, representing a concrete step toward evidence-based TCM practice. Overall, the corpus reflects continued advocacy and incremental technical progress rather than the realization of unified syndrome-specific guidelines.","41814991 - A comparative study of 5 LLMs in TCM clinical decision-making found human-AI collaboration improved decision quality by 16.1% and reduced time by 66.1% versus physician-only approaches, representing an outcome step toward evidence-based TCM. [outcome] || 41260781 - Survey paper advocates AI integration with TCM for real-world clinical evidence inference and personalized decision support, identifying future needs for high-quality data and causal inference frameworks—restatement of the prediction's premise. [restatement] || 41588523 - Review paper restates that AI is expected to motivate deeper understanding and modernization of TCM, including precision medicine applications, without reporting actual guideline issuance. [restatement] || 41648057 - Review of AI and nanotechnology in TCM modernization advocates for standardized, quantifiable data collection and objective syndrome differentiation, but reports no unified guidelines issued. [restatement] || 40176367 - Development of a TCM AI system (TCM-MDHD) achieving 94.89% F1 score for syndrome element prediction demonstrates technical progress toward standardized syndrome differentiation, but no unified clinical guidelines are reported. [outcome]",,,,,
35225723,35225723,primary,2022,2,radiation oncology / radiotherapy AI,open-ended,"Intelligent radiotherapy will enable the future implementation of an unmanned radiotherapy center through an automatic and intelligent network platform covering radiotherapy preparation, target volume delineation, treatment planning, radiation delivery, QA/QC, prognosis judgment, and post-treatment follow-up.",38798135|38263844|39718209|40849878|40182028|41308315|40164355|38211462|37898437|39626092|41344027|38918124|39321595|40664228|41505904|39025113|41049849|41976837|38534488|37996085,64.853,FALSE,FALSE,"The retrieved abstracts collectively show that AI-driven automation is advancing across multiple components of the radiotherapy workflow—including auto-segmentation, treatment planning, QA/QC, motion management, and prognosis/decision support—consistent with the trajectory described in the prediction. However, none of the abstracts report the actual deployment or operation of a fully unmanned radiotherapy center; rather, they describe incremental AI tools being validated or integrated into specific workflow steps. The 2026 LLM review (PMID 41976837) explicitly notes that widespread clinical adoption remains impeded by model hallucinations, insufficient generalizability, and unresolved data privacy and ethical issues, indicating the fully integrated autonomous vision has not yet been realized. The evidence thus reflects continued progress toward, but not achievement of, the predicted end-state.","41976837 - LLMs show utility across the full RT workflow (delineation, dose prediction, planning, prognosis) but widespread clinical adoption is blocked by hallucinations, generalizability gaps, and ethical/privacy issues—no unmanned center reported. [restatement] || 38918124 - Review confirms AI tools are being implemented in routine practice for segmentation, planning, and QA, but predictive/prognostic tools remain at proof-of-concept stage requiring prospective validation. [restatement] || 37996095 - AI reduces planning time and improves segmentation and QC, with future potential for treatment standardization, but challenges in big data accumulation and outcome correlation persist; no unmanned center described. [restatement] || 40164355 - NRG Oncology working group assessment confirms increasing clinical utilization of AI-based automatic treatment planning but highlights integration challenges and the need for further validation in clinical trials. [restatement] || 40664228 - GPT-RadPlan demonstrated fully automated VMAT treatment planning matching or outperforming human planners for prostate and head-and-neck cases, representing an outcome step toward autonomous planning but not a full unmanned center. [outcome]",,,,,
35031822,35031822,primary,2022,3,interventional radiology / AI workflow,open-ended,IR could lead the way to AI research and clinical applications for all interventional medical fields.,40089747|39001283|40608222|41937516|38646652|37769940|40218243|41899545|39848295|39194444|40639749|38367570|41200923|38285239|39167298|40061474|41226009|39083361|40433910|40062251,64.687,FALSE,FALSE,"Two abstracts directly address AI in interventional radiology (IR): one 2024 narrative review and one 2025 overview of reviews both confirm that AI and robotics are actively being researched and applied in IR across oncology, neurology, and cardiology, but note that full clinical autonomy and widespread deployment have not yet been achieved. A 2024 primer for IR clinicians on critically appraising AI research indicates the IR community is still building foundational expertise rather than leading AI adoption across all interventional fields. The evidence shows IR is an active participant in AI integration but does not demonstrate that IR is leading the way for all other interventional medical fields, as the prediction claimed. The remaining abstracts address AI in other medical domains and do not speak to IR's leadership role.","39001283 - AI and robotics are advancing in IR across multiple specialties, but are not yet widely applied clinically and full autonomy has not been achieved. [restatement] || 40218243 - AI integration in IR presents significant opportunities but remains complex, requiring standardized guidelines and clinician education; no evidence IR leads other interventional fields. [restatement] || 37769940 - IR expertise in AI remains rudimentary due to lack of training; a primer is needed to help IR clinicians critically appraise AI research. [outcome] || 39194444 - AI is being applied in vascular surgery and PAD, an interventional field, independently of IR leadership. [outcome]",,,,,
35187568,35187568,primary,2022,3,cardiology / ECG AI,open-ended,AI-based electrocardiogram analysis will transform healthcare and create new research opportunities.,40413058|40888973|41711077|40116893|40604021|39522129|41866890|38893630|38752904|41326714|40053779|39931024|40725616|40695457|40423076|38562492|41246140|41052498|40063554|41524056,69.928,FALSE,FALSE,"Multiple 2024-2026 reviews and outcome studies confirm that AI-based ECG analysis has advanced substantially from experimental models to clinically deployed tools, with pragmatic randomized trials and prospective cohort studies demonstrating real-world utility in arrhythmia detection, structural heart disease diagnosis, and risk stratification. AI-ECG has been integrated into wearable consumer devices and clinical workflows, and some studies report improved diagnostic rates, earlier interventions, and in select settings reduced mortality. However, challenges around model generalizability, data bias, workflow integration, regulatory adaptation, and lack of high-quality prospective outcome evidence remain significant barriers to widespread adoption. The corpus thus reflects both concrete deployment outcomes and ongoing advocacy, with the prediction's core claim of transformation and new research opportunities well-supported by outcome evidence.","41866890 - AI-ECG has advanced from experimental models to clinically deployed tools, with pragmatic RCTs and prospective cohort studies demonstrating real-world utility including improved diagnostic rates, earlier intervention, and in some settings reduced mortality. [outcome] || 41326714 - Several RCTs show AI integration into clinical workflows reduces critical intervention times and identifies high-risk patients; AI-ECG identifies asymptomatic low ejection fraction and paroxysmal AF during normal sinus rhythm. [outcome] || 40413058 - Review documents groundbreaking AI-ECG capabilities in structural and electrical heart disease detection and integration into wearables, while noting persistent challenges around data quality, bias, explainability, and lack of high-quality outcome studies. [restatement] || 40888973 - AI-ECG models show high accuracy and compress prediction horizons for ASCVD, but validation remains largely retrospective and hospital-based with no externally validated model yet proven to improve ASCVD outcomes independent of standard risk factors. [outcome] || 41246140 - Bibliometric analysis confirms a significant surge in AI-enhanced ECG device publications, particularly during COVID-19, indicating rapid growth of the research field, though with geographic disparities. [outcome]",,,,,
35609670,35609670,primary,2022,2,clinical laboratory,open-ended,"Artificial intelligence will serve as a decision maker hub, representing a step forward in the clinical laboratory.",41077086|40650598|40823482|38015744|39703759|41702690|40021243|39384182|38639679|41025068|41161984|39531100|38037121|38102068|41247494|41384695|41876288|38292297|38095605|38646706,65.701,FALSE,FALSE,"The retrieved abstracts collectively indicate that AI is increasingly being explored and partially deployed as a decision-support tool in clinical laboratories, but the evidence consistently shows it is functioning as an assistant or augmentation tool rather than an autonomous 'decision maker hub.' Multiple outcome-oriented studies and frameworks (CARE framework, LLM evaluations, chatbot comparisons, GU pathology deployments) demonstrate real-world progress in AI-assisted diagnostics, yet authors repeatedly emphasize human-in-the-loop oversight, with computational pathology literature explicitly noting that AI is not yet performing as a standalone decision maker. Barriers including lack of standardization, regulatory ambiguity, data quality issues, and workforce concerns are consistently cited as limiting full autonomous decision-making roles. The prediction's framing of AI as a 'decision maker hub' is not supported by outcome evidence; rather, the literature describes AI as a decision-support adjunct with human oversight remaining central.","38646706 - Computational pathology literature explicitly states that ML-based algorithms do not yet display performance needed to be 'unequivocal, standalone decision makers,' shifting toward a computer-assisted diagnostics model instead. [outcome] || 38015744 - Review finds ML-based Clinical Decision Support Systems are revolutionizing laboratory medicine but integration challenges (black-box algorithms, deskilling, dataset diversity) persist, requiring hybrid intelligence and human collaboration. [outcome] || 40650598 - The CARE framework was developed to bridge the gap between AI model development and clinical implementation in laboratory medicine, indicating deployment is still in structured rollout phase rather than autonomous decision-making. [outcome] || 40823482 - DeepSeek-R1 achieved 72.9% overall accuracy in clinical laboratory case decision support, demonstrating potential but also clear limitations, particularly in differential diagnosis, supporting a support-tool rather than decision-maker role. [outcome] || 39703759 - Review concludes clinical laboratories are not yet ready for full AI integration as a decision maker, citing lack of standardization, data quality issues, and need to resolve existing obstacles before autonomous roles are feasible. [restatement]",,,,,
35909280,35909280,primary,2022,2,pharmaceutical development / drug discovery,open-ended,Artificial intelligence will accelerate pharmaceutical development.,40573185|40820426|41241791|39473198|40360908|39895671|39173629|41299184|39458657|41185503|41614721|40893437|40626099|38878397|39851128|40008227|41403729|39833407|40983121|39504288,69.334,FALSE,FALSE,"The retrieved abstracts collectively describe AI as actively transforming pharmaceutical development across drug discovery, formulation, clinical trials, and manufacturing, with multiple reviews citing concrete examples such as AI-screened drug candidates entering clinical trials and AI's role in COVID-19 vaccine development. However, one outcome-oriented review (PMID 41614721) notes that while AI has delivered 'notable accelerations in hit identification and early-stage design,' it has 'yet to fundamentally alter the success rates of late-stage clinical trials,' and another (PMID 40008227) observes that no AI-generated drug has yet received FDA approval as of the time of writing. The bulk of the abstracts are review articles restating the prediction's premise rather than reporting controlled outcome studies, though some cite specific pipeline milestones (e.g., HLX-0201 entering clinical trials) as partial outcome evidence. Overall, the evidence indicates meaningful but still maturing real-world acceleration, with the most transformative impacts concentrated in early-stage discovery rather than end-to-end development.","41614721 - First decade of AI in Big BioPharma shows genuine accelerations in hit identification and early-stage design, but AI has not yet fundamentally altered late-stage clinical trial success rates. [outcome] || 40008227 - No AI-generated drug has received FDA approval to date, though candidates like HLX-0201 have entered clinical trials; AI has reduced development times and costs in early stages. [outcome] || 40360908 - AI-screened drug candidates have entered clinical testing in human subjects, demonstrating pharmaceutical industry and regulatory agency interest in AI integration. [outcome] || 41299184 - Investments in AI/ML-linked pharmaceutical R&D reached up to $190 billion in 2024 per IQVIA, with noted upsurge in industry adoption, though most research remains in early stages. [outcome] || 39173629 - Reviews AI-assisted drug development progress including drugs in clinical trials, but notes a predominant obstacle: absence of AI-conceived drugs receiving regulatory approval. [restatement]",,,,,
35608227,35608227,primary,2022,2,congenital heart disease / cardiac imaging and AI,open-ended,"Advanced technologies such as 3D printing, virtual reality, augmented reality, computational modelling, and artificial intelligence will be incorporated into routine clinical practice for adult congenital heart disease to achieve the best outcomes through delivery of personalized medicine.",39097187|39396499|41436155|41505790|41463646|40927097|38171712|39322420|39894069|41269260|41159811|38893630|41701924|40961819|39087582|39702050|39665137|40436231|39192003|38554727,64.415,FALSE,FALSE,"Multiple abstracts from 2024-2026 document active development and early clinical deployment of AI, 3D printing, virtual reality, computational modelling, and digital twins in congenital and adult congenital heart disease (ACHD), with some technologies already used at well-resourced centres for surgical planning, imaging, and risk stratification. However, a dedicated ACHD-focused review (PMID 41436155) explicitly notes that these digital health tools remain underexplored in ACHD specifically, lack robust prospective validation, and face barriers including data governance, interoperability, and equitable access—meaning routine clinical integration is not yet achieved. A JACC scientific statement (PMID 38171712) similarly confirms that while some techniques have entered clinical workflow at well-resourced centres, widespread implementation requires further evidence on clinical value and cost-effectiveness. The overall picture is one of rapid research growth and selective early adoption rather than established routine clinical practice across the field.","41436155 - ACHD-specific review confirms digital health tools (AI, telemedicine, wearables) show promise but remain underexplored, lack prospective validation, and are not yet routinely integrated into ACHD care. [outcome] || 38171712 - JACC scientific statement reports that advanced imaging and 3D modelling technologies have entered clinical workflow at well-resourced centres but widespread implementation still requires evidence and training. [outcome] || 40927097 - Narrative review documents current AI applications in ACHD (imaging, ECG, risk stratification, 3D modelling, remote monitoring) but notes limitations in data availability, validation, and integration. [restatement] || 39396499 - Deep learning-based 3D whole-heart modelling platform generating STL files for 3D printing and VR was tested on CHD cases and praised by clinicians for preoperative planning, demonstrating active development but not yet routine deployment. [outcome] || 41269260 - Bibliometric analysis confirms exponential growth in AI-CHD research since 2020 with a shift toward deep learning, but highlights that clinical translation and equity remain key unmet challenges. [outcome]",,,,,
35872988,35872988,primary,2022,3,endocrinology / Cushing's disease management,by 2051,Endocrinology care will be completely reinvented in the Digital Age through the application of data technologies and artificial intelligence into healthcare.,41919969|38471009|38183676|39592107|41082366|41247494|41308050|41104470|40487762|41813232|40683367|41647744|38123878|37979006|37811866|41347125|40472820|39054035|40988772|39137085,69.243,FALSE,FALSE,"The retrieved abstracts show that AI and data technologies are actively being applied across multiple areas of endocrinology—particularly diabetes care, pediatric endocrinology, thyroid disorders, bone age assessment, and obesity management—with tools ranging from machine learning algorithms to large language models and automated insulin delivery systems already in clinical or near-clinical use. However, the evidence consistently frames AI as an augmentative tool that enhances rather than replaces clinical judgment, and widespread implementation faces significant barriers including algorithmic bias, data privacy concerns, regulatory gaps, health equity issues, and clinician hesitancy. None of the abstracts report a 'complete reinvention' of endocrinology care; instead, they describe incremental integration of AI tools alongside ongoing calls for governance frameworks, training programs, and validation studies. The corpus thus reflects substantial progress and active deployment in specific domains, but also persistent challenges that fall well short of a complete transformation.","41919969 - AI has transitioned from theoretical promise to practical implementation in pediatric endocrinology across diabetes, obesity, thyroid, growth, and bone age, but is framed as an augmentative tool requiring clinician oversight, not a complete reinvention of care. [outcome] || 38471009 - AI is rapidly integrating into endocrinology healthcare settings but introduces meaningful risks around accuracy, bias, transparency, and privacy that require careful management. [outcome] || 41308050 - The EndoCompass project identifies AI applications in endocrinology as a strategic priority but notes endocrine science is underrepresented in EU research and calls for roadmaps, training, and fairness-aware systems—indicating transformation is still in progress. [restatement] || 37979006 - AI offers promising avenues for enhanced diabetes clinical care and health-service efficiency, but scalable adoption faces barriers including data availability, health inequality, clinician hesitancy, and regulation. [outcome] || 41247494 - A Delphi-based consensus roadmap concludes AI-CDSS will deliver benefits for diabetes care but faces clear challenges moving into practical clinical space, with regulatory processes deemed inadequate for adaptive AI systems. [restatement]",,,,,
34954571,34954571,primary,2022,3,primary care / health systems AI integration,open-ended,"Primary care plays a critical role in developing, introducing, implementing, and monitoring AI/ML tools in healthcare and must not be overlooked as AI/ML transforms healthcare.",40721338|40836794|40490689|41775410|40119271|41875027|41719551|38740483|41106815|41081347|39038983|41094888|41124689|39970436|40802036|41342429|41887627|40518257|40971600|40883377,64.548,FALSE,FALSE,"Multiple 2024-2026 abstracts actively advocate for primary care's central role in AI/ML development, implementation, and monitoring, framing it as the largest healthcare delivery platform where AI's impact will be most broadly realized. Several systematic and scoping reviews document real-world AI implementation efforts in primary care settings, identifying both demonstrated opportunities (diagnostic support, workflow optimization, chronic disease management) and persistent challenges (data fragmentation, integration barriers, evidence lagging behind adoption). Ongoing codesign studies, implementation protocols, and framework development efforts confirm that primary care is actively engaged in AI/ML tool development and deployment, though many abstracts also note that evidence frequently trails implementation and that significant barriers remain. The bulk of the retrieved evidence restates the importance of primary care's role rather than reporting definitive outcome data proving the prediction has been fully realized.","40721338 - Proposes data transformation needed for AI/ML growth in primary care, arguing primary care can play a leading role in advancing healthcare AI/ML—restatement of the prediction's core claim. [restatement] || 40836794 - Scoping review of 73 empirical studies finds AI tools in primary care frequently show strong technical accuracy but face implementation challenges in routine practice, confirming active but incomplete real-world integration. [outcome] || 40490689 - Systematic review of 109 articles identifies opportunities and challenges of AI in primary health care across multiple dimensions, confirming ongoing real-world implementation efforts globally. [outcome] || 38740483 - Complexity science analysis concludes primary care should be intimately involved in AI/ML development and tools carefully tested before implementation, noting AI has rarely improved comprehensive primary care to date. [restatement] || 41081347 - Narrative review notes AI tools have potential to boost primary care workflows but evidence often lags behind adoption, and rapid digitalisation remains challenging due to fragmented systems. [restatement]",,,,,
35691440,35691440,primary,2022,1,cardiology ECG interpretation / STEMI diagnosis,open-ended,"Image-based AI system (QCG™) can outperform clinicians (emergency physicians and cardiologists) in STEMI diagnosis, with AUC-ROC of 0.919 significantly higher than all clinician groups (0.817–0.856), and its performance is robust to changes in image acquisition conditions.",40165577|39976703|41270992|38866884|38901544|39255988|39066765|38373837|40338060|39434367|41436332|40685230|37515632|37938383|38479496|40061904|41469289|39079601|41872396|38499053,65.617,FALSE,FALSE,"The retrieved abstracts include one direct outcome study on the QCG™ system (PMID 38373837), which tested the QCG™ analyzer (qSTEMI biomarker) on prehospital ECG images and found an AUC of 0.815 versus an expert consensus AUC of 0.736, with the system demonstrating non-inferiority to expert consensus—but not the markedly superior AUC of 0.919 claimed in the prediction. A second outcome study (PMID 40165577) evaluated QCG in an ED setting for coronary angiography decision-making and found QCG alone achieved 82% diagnostic accuracy for ACS versus 77% for clinicians, again showing improvement but not reporting the specific AUC figures cited in the prediction. A third outcome study (PMID 41270992) tested the related Queen of Hearts (QoH) deep neural network for OMI detection post-cardiac arrest and found it outperformed human experts (AUC 0.846 vs. 0.735 for ACO), consistent with the general claim of AI superiority over clinicians but in a different clinical context. None of the abstracts directly validate the specific AUC of 0.919 or the robustness-to-image-acquisition-conditions claims made in the original prediction.","38373837 - QCG™ analyzer achieved AUC 0.815 vs. expert consensus AUC 0.736 on prehospital ECG images, demonstrating non-inferiority but not the predicted AUC of 0.919 superiority over clinicians [outcome] || 40165577 - QCG-assisted approach improved correct CAG decisions and QCG alone reached 82% diagnostic accuracy vs. 77% for clinicians, but specific AUC comparisons matching the prediction's figures were not reported [outcome] || 41270992 - Queen of Hearts (QoH) AI outperformed human experts for ACO detection post-cardiac arrest (AUC 0.846 vs. 0.735), supporting AI superiority over clinicians in a related but distinct OMI context [outcome] || 39066765 - A deep ensemble AI model for STEMI diagnosis achieved 92.1% accuracy with outstanding performance in clinician comparisons and external validation, but is a different system from QCG™ [outcome]",,,,,
36142600,36142600,primary,2022,2,biosimilar drug development / regulatory science,open-ended,"AI-based protein structure prediction (AlphaFold-2) confirms that identical primary structure determines identical 3D structure, enabling biosimilar approval based on molecular biosimilarity alone—replacing classical animal and clinical testing—and reducing development costs without compromising safety or efficacy.",39343099|40573185|40547666|40331045|39166418|39493413|41454006|39800465|40285487|39576143|40739256|38713378|41075423|41664164|40000584|39253942|41011141|38818116|39271278|38354844,61.038,TRUE,TRUE,"None of the retrieved abstracts address the specific prediction about AlphaFold-2 protein structure prediction enabling biosimilar approval based on molecular biosimilarity alone, replacing classical animal and clinical testing, or reducing biosimilar development costs. The abstracts cover general AI applications in drug discovery, clinical trials, safety monitoring, and pharmaceutical development, but none discuss AlphaFold-2, biosimilar regulatory pathways, or the replacement of animal/clinical testing for biosimilars. The retrieved corpus is entirely silent on the real-world status of this prediction.",,,,,,
